geoid,white,black,nativeam,asian,pacislander,other,children,youngAdult,adult,elderly,ownerOcc,renterOcc,citizenUS,citizenPR,citizenAbroad,citizenNaturalized,notCitizen,single,married,separated,marriedOther,widowed,divorced,bus,train,ferry,taxi,bicycle,walked,otherTravel,homeworker,privateVehicle,carpool,subwayTram,1990_1999,1980_1989,1970_1979,1960_1969,1950_1959,1940_1949,pre_1939,2000_later,detatched_1,attached_1,2_unit,3to4_unit,5to9_unit,10to19_unit,20to49_unit,50plus_unit,mobile,hoursWk
25009201100,0.9355872923345964,0.03468376566598659,0.0,0.016904692509472456,0.0,0.012824249489944622,0.18216263480034975,0.08277470125327893,0.5575633925969106,0.1774992713494608,0.7179827471798275,0.28201725282017254,0.8956572427863596,0.004663363450888954,0.0026231419411250363,0.07840279801807053,0.018653453803555816,0.2915521978021978,0.4790521978021978,0.006868131868131868,0.007554945054945055,0.07726648351648352,0.13770604395604397,0.011017838405036727,0.022035676810073453,0.0,0.0,0.0,0.005246589716684155,0.005246589716684155,0.00944386149003148,0.8200419727177335,0.07187827911857293,0.05508919202518363,0.007822685788787484,0.061277705345501955,0.08996088657105607,0.04954367666232073,0.14667535853976532,0.04041720990873533,0.5814863102998696,0.022816166883963495,0.7209908735332464,0.024119947848761408,0.06714471968709257,0.06844850065189048,0.048239895697522815,0.043676662320730114,0.027379400260756193,0.0,0.0,36.6
25009202101,0.9893023255813953,0.0,0.0,0.0,0.0,0.010697674418604652,0.27906976744186046,0.04837209302325581,0.598139534883721,0.07441860465116279,0.8398950131233596,0.16010498687664043,0.8348837209302326,0.0,0.02883720930232558,0.1172093023255814,0.019069767441860466,0.24655894673847994,0.542788749251945,0.010173548773189706,0.009575104727707959,0.022740873728306403,0.16816277678037103,0.0,0.04186413902053712,0.0,0.0,0.0,0.0,0.0,0.04739336492890995,0.7575039494470774,0.11058451816745656,0.04265402843601896,0.020618556701030927,0.08634020618556701,0.04896907216494845,0.05025773195876289,0.05025773195876289,0.125,0.6185567010309279,0.0,0.7036082474226805,0.020618556701030927,0.16752577319587628,0.07989690721649484,0.028350515463917526,0.0,0.0,0.0,0.0,40.5
25009202102,0.9269825097639667,0.027848531159789438,0.0,0.01273560876209883,0.0,0.032433350314145015,0.1716760061130922,0.0640176600441501,0.5262353540499236,0.2380709797928341,0.7338551859099804,0.26614481409001955,0.8549838682289014,0.0,0.003565970453387672,0.10697911360163016,0.03447104771608083,0.2684968847352025,0.4776090342679128,0.016355140186915886,0.011487538940809968,0.1333722741433022,0.0926791277258567,0.010012919896640826,0.04909560723514212,0.0,0.0,0.0,0.027131782945736434,0.004521963824289405,0.03391472868217054,0.8074935400516796,0.03294573643410853,0.03488372093023256,0.02384557153671461,0.13474640423921272,0.2331566994700984,0.08667676003028009,0.07607872823618471,0.033308099924299776,0.4015897047691143,0.010598031794095382,0.4254352763058289,0.08970476911430735,0.13058289174867524,0.0757002271006813,0.02498107494322483,0.004542013626040878,0.08819076457229372,0.16086298258894777,0.0,36.7
25009202200,0.9624567474048443,0.004498269896193772,0.008477508650519031,0.012975778546712802,0.0,0.011591695501730104,0.24844290657439447,0.048788927335640137,0.5403114186851211,0.16245674740484428,0.8089539007092199,0.19104609929078015,0.9152249134948097,0.0,0.00916955017301038,0.056055363321799306,0.019550173010380624,0.17563429571303588,0.6410761154855643,0.010936132983377077,0.028871391076115485,0.08114610673665791,0.062335958005249346,0.01028101439342015,0.06100068540095956,0.0,0.0,0.0,0.015421521590130226,0.008910212474297465,0.050034270047978065,0.7638793694311172,0.04215215901302262,0.04832076764907471,0.04046997389033943,0.009573542210617928,0.011314186248912098,0.08746736292428199,0.20887728459530025,0.08790252393385553,0.5478677110530896,0.006527415143603133,0.7393385552654482,0.03307223672758921,0.14577893820713664,0.04177545691906005,0.0,0.0,0.020452567449956483,0.0195822454308094,0.0,39.1
25009203100,0.9778519417475728,0.013652912621359222,0.0,0.0051577669902912624,0.0,0.003337378640776699,0.30081917475728154,0.03640776699029126,0.5505157766990292,0.11225728155339806,0.9127906976744186,0.0872093023255814,0.930370145631068,0.003033980582524272,0.004095873786407767,0.05870752427184466,0.00379247572815534,0.20149858242203322,0.7019036046982584,0.005670311867152693,0.0,0.02389631429728635,0.06703118671526934,0.0039946737683089215,0.015978695073235686,0.0,0.0,0.007323568575233023,0.016977363515312916,0.0,0.08688415446071904,0.822237017310253,0.03794940079893475,0.008655126498002663,0.04896802913800081,0.06272764063132336,0.060704168352893564,0.11007689194658034,0.26426547956293,0.1452853095912586,0.29664103601780656,0.0113314447592068,0.9024686361796843,0.010926750303520841,0.05139619587211655,0.010926750303520841,0.0,0.0,0.024281667341157425,0.0,0.0,39.6
25009203200,0.9695246759153968,0.0,0.0,0.017057084375710713,0.0,0.013418239708892426,0.25926768251080284,0.04616784171025699,0.5308164657721174,0.16374801000682285,0.8138766519823789,0.18612334801762115,0.9178985672049125,0.0,0.006367978166931999,0.05799408687741642,0.01773936775073914,0.23435267219205488,0.6164618462417834,0.006001714775650186,0.012860817376393255,0.06030294369819949,0.07002000571591883,0.012623985572587917,0.008115419296663661,0.0,0.0,0.0040577096483318306,0.032461677186654644,0.05410279531109107,0.1460775473399459,0.6573489630297565,0.04238052299368801,0.04283137962128043,0.020822752666328086,0.08176739461655663,0.06094464195022854,0.15134586084306756,0.20721178263077705,0.10817673946165567,0.3656678517013712,0.004062976130015236,0.7968511934992382,0.03910614525139665,0.028948704926358558,0.04164550533265617,0.027425088877602845,0.009141696292534281,0.043169121381411886,0.013712544438801422,0.0,38.2
25009203301,0.9608076009501187,0.0,0.010451306413301662,0.017577197149643706,0.0,0.011163895486935867,0.22565320665083136,0.05415676959619953,0.568646080760095,0.1515439429928741,0.7033315705975675,0.2966684294024326,0.9458432304038005,0.0,0.009263657957244655,0.018052256532066508,0.02684085510688836,0.25293948953254947,0.577573845712647,0.010324060797246917,0.004301691998852882,0.055635216518497274,0.09922569544020649,0.03562005277044855,0.019349164467897976,0.015391380826737027,0.0,0.00395778364116095,0.02198768689533861,0.005716798592788039,0.04793315743183817,0.7906772207563765,0.048812664907651716,0.010554089709762533,0.014705882352941176,0.057809330628803245,0.07403651115618662,0.08620689655172414,0.1876267748478702,0.07352941176470588,0.5060851926977687,0.0,0.6262677484787018,0.04766734279918864,0.09787018255578094,0.16937119675456389,0.030425963488843813,0.0,0.006085192697768763,0.02231237322515213,0.0,39.0
25009203302,0.9702044367116137,0.0,0.0,0.008481948673336234,0.0,0.021313614615050023,0.20269682470639408,0.052414093083949544,0.5315354501957372,0.2133536320139191,0.7069854664791374,0.29301453352086265,0.8529795563288386,0.0,0.020008699434536755,0.05197912135711179,0.07503262287951283,0.18731836195508586,0.5796565389696169,0.006340819022457068,0.018494055482166448,0.07793923381770146,0.13025099075297225,0.010323159784560144,0.02917414721723519,0.0,0.0,0.004937163375224416,0.07495511669658887,0.012567324955116697,0.11355475763016158,0.6638240574506283,0.07001795332136446,0.02064631956912029,0.011565836298932384,0.059608540925266906,0.08362989323843416,0.16236654804270462,0.07384341637010676,0.0547153024911032,0.5093416370106761,0.0449288256227758,0.5075622775800712,0.08896797153024912,0.11209964412811388,0.09697508896797152,0.14501779359430605,0.025355871886120998,0.017793594306049824,0.006227758007117438,0.0,40.2
25009204101,0.8740418479386782,0.025688833644085352,0.0,0.014294592914853946,0.0,0.08597472550238243,0.1673917547130723,0.26786824114356744,0.471928734203439,0.09281126993992128,0.4671163575042159,0.5328836424957841,0.823078516677025,0.021338305365651542,0.010772736689455149,0.06608659622954216,0.07872384503832608,0.5342761265580057,0.2986577181208054,0.00862895493767977,0.006471716203259827,0.05129434324065196,0.10067114093959731,0.01866977829638273,0.051730844029560484,0.0,0.021781408012446518,0.016725009723842863,0.06690003889537145,0.005056398288603656,0.024893037728510307,0.7024504084014003,0.08868144690781797,0.0031116297160637884,0.004210526315789474,0.004736842105263158,0.05105263157894737,0.06,0.11526315789473685,0.034210526315789476,0.7305263157894737,0.0,0.25105263157894736,0.03631578947368421,0.20473684210526316,0.3368421052631579,0.09263157894736843,0.039473684210526314,0.02526315789473684,0.01368421052631579,0.0,33.6
25009204102,0.900693357190785,0.04540371281592485,0.0,0.015432789085215835,0.0,0.038470140908074255,0.13352717512860657,0.092596734511295,0.5356743457839409,0.23820174457615745,0.7635679742074154,0.23643202579258463,0.8188324759561619,0.0,0.005815253858197271,0.08700514426302841,0.08834712592261239,0.2851994851994852,0.4205920205920206,0.014157014157014158,0.025997425997425997,0.10888030888030888,0.14517374517374518,0.03508771929824561,0.010199918400652794,0.0,0.0,0.009791921664626682,0.04079967360261118,0.0,0.031415748674010605,0.7747858017135862,0.08078335373317014,0.017135862913096694,0.08189216683621567,0.3123092573753815,0.14394710071210579,0.055442522889114956,0.10935910478128179,0.07171922685656154,0.1780264496439471,0.04730417090539166,0.35096642929806715,0.19938962360122076,0.07731434384537131,0.05391658189216684,0.11037639877924721,0.010681586978636826,0.0340793489318413,0.16327568667344863,0.0,35.4
