geoid,white,black,nativeam,asian,pacislander,other,children,youngAdult,adult,elderly,ownerOcc,renterOcc,citizenUS,citizenPR,citizenAbroad,citizenNaturalized,notCitizen,single,married,separated,marriedOther,widowed,divorced,bus,train,ferry,taxi,bicycle,walked,otherTravel,homeworker,privateVehicle,carpool,subwayTram,1990_1999,1980_1989,1970_1979,1960_1969,1950_1959,1940_1949,pre_1939,2000_later,detatched_1,attached_1,2_unit,3to4_unit,5to9_unit,10to19_unit,20to49_unit,50plus_unit,mobile,hoursWk
25009201100,0.9588806396344945,0.0,0.0,0.02227298686464877,0.0,0.018846373500856654,0.13592233009708737,0.07252998286693318,0.5476870359794404,0.24386065105653912,0.7047440699126092,0.29525593008739076,0.8949171901770417,0.004283266704740148,0.017989720159908625,0.0633923472301542,0.019417475728155338,0.33072100313479624,0.48746081504702193,0.014420062695924765,0.004702194357366771,0.05956112852664577,0.10313479623824451,0.009722897423432183,0.0,0.0,0.0,0.0,0.013612056392805057,0.01701507049100632,0.05007292173067574,0.7194944093339816,0.09236752552260574,0.09771511910549344,0.07366589327146171,0.03074245939675174,0.08468677494199536,0.05162412993039443,0.14269141531322505,0.031902552204176336,0.5620649651972158,0.02262180974477958,0.6948955916473318,0.012180974477958236,0.11194895591647332,0.03944315545243619,0.06786542923433875,0.037703016241299306,0.02494199535962877,0.011020881670533642,0.0,38.5
25009202101,0.9031665901789812,0.05277650298301973,0.0,0.030289123451124368,0.0,0.013767783386874713,0.2299219825608077,0.06195502524093621,0.5635612666360716,0.1445617255621845,0.7377830750893921,0.2622169249106079,0.8577329050022946,0.0,0.010555300596603947,0.08444240477283158,0.04726938962826985,0.24900057110222729,0.5248429468874929,0.028555111364934323,0.026270702455739578,0.03083952027412907,0.14049114791547687,0.00796812749003984,0.0,0.0,0.0,0.006374501992031873,0.028685258964143426,0.02549800796812749,0.05099601593625498,0.6685258964143427,0.05258964143426295,0.1593625498007968,0.009966777408637873,0.03875968992248062,0.03211517165005537,0.06312292358803986,0.07308970099667775,0.07308970099667775,0.6378737541528239,0.07198228128460686,0.5548172757475083,0.06533776301218161,0.1672203765227021,0.08305647840531562,0.07973421926910298,0.01107419712070875,0.014396456256921373,0.007751937984496124,0.016611295681063124,38.6
25009202102,0.9369019138755981,0.005382775119617225,0.0,0.0067284688995215315,0.0,0.05098684210526316,0.22188995215311005,0.061004784688995214,0.5121112440191388,0.20499401913875598,0.655893536121673,0.344106463878327,0.8663277511961722,0.0,0.0023923444976076554,0.1131877990430622,0.018092105263157895,0.29452937925953215,0.5002762939767913,0.019340578375391416,0.028366181617240745,0.07367839381101492,0.08380917296002947,0.026491994177583696,0.0,0.0,0.0,0.0,0.010771470160116448,0.0,0.056768558951965066,0.6521106259097526,0.08558951965065502,0.16826783114992722,0.04336826888326708,0.09360318033971811,0.18648355619804843,0.03686302855077701,0.06685941452837008,0.03650162631008312,0.47705095771593786,0.05926996747379834,0.42609324177809904,0.052764727141308275,0.13516443801951572,0.14166967835200578,0.027827972533429706,0.0,0.08059269967473798,0.1358872425009035,0.0,36.5
25009202200,0.9449062754686226,0.012224938875305624,0.0,0.035859820700896494,0.0,0.007008964955175224,0.21858190709046454,0.06911165444172779,0.528280358598207,0.18402607986960065,0.9147555170921678,0.08524448290783211,0.8638956805215974,0.0,0.009779951100244499,0.07726161369193155,0.04906275468622657,0.23055773762765122,0.6160644147682639,0.00805184603299293,0.033582089552238806,0.04693637077769049,0.06480754124116261,0.0,0.0,0.0,0.0,0.0,0.030665440049064702,0.008586323213738117,0.10119595216191353,0.7062250843299601,0.06470407850352652,0.088623121741797,0.03162713275072826,0.06533499791926758,0.03495630461922597,0.08655846858094049,0.17561381606325427,0.052850603412401165,0.49521431543903455,0.05784436121514773,0.7831876820640865,0.05076987099459009,0.07657095297544736,0.04910528506034124,0.0,0.0,0.017478152309612985,0.004993757802746567,0.0178942987931752,38.8
25009203100,0.9285714285714286,0.0255203877958369,0.0,0.02281151981750784,0.0,0.023096663815226688,0.23709723410322212,0.06258910749928714,0.5223838038209295,0.17792985457656116,0.9111111111111111,0.08888888888888889,0.840604505275164,0.010407755916737952,0.012688907898488738,0.08069575135443399,0.055603079555175364,0.2199858757062147,0.6500706214689266,0.0024717514124293787,0.009180790960451978,0.03742937853107345,0.08086158192090395,0.004840010755579457,0.0,0.0,0.0,0.0032266738370529714,0.02285560634579188,0.007260016133369185,0.102984673299274,0.7171282602850229,0.050551223447163215,0.09115353589674643,0.03709428129829984,0.03438948995363215,0.024343122102009274,0.08230293663060279,0.17078825347758886,0.15494590417310664,0.44474497681607417,0.051391035548686244,0.8775115919629057,0.005795981452859351,0.07998454404945904,0.02511591962905719,0.0,0.0,0.011591962905718702,0.0,0.0,39.5
25009203200,0.9913644214162349,0.0,0.0,0.004749568221070812,0.0,0.0038860103626943004,0.25129533678756477,0.05289291882556131,0.46718480138169255,0.22862694300518135,0.7936772046589018,0.20632279534109818,0.9097582037996546,0.0,0.012305699481865285,0.05699481865284974,0.020941278065630398,0.2352168199737188,0.5852825229960578,0.0028909329829172143,0.012614980289093298,0.03180026281208936,0.13219448094612352,0.017819261773440814,0.0,0.0,0.0,0.0,0.014849384811200678,0.002969876962240136,0.10055154857870174,0.7335596096733136,0.0615188799321171,0.068731438268986,0.0352514256091239,0.05132192846034215,0.07309486780715396,0.09020217729393468,0.14515292897874546,0.08968377397615344,0.4499740798341109,0.06531881804043546,0.7366511145671333,0.014515292897874546,0.06220839813374806,0.09383100051840332,0.044582685329186106,0.02436495593571799,0.023846552617936754,0.0,0.0,36.7
25009203301,0.9520718921617574,0.00199700449326011,0.0,0.026210683974038942,0.0,0.019720419370943584,0.1944583125312032,0.059660509236145784,0.4892661008487269,0.25661507738392414,0.7409326424870466,0.25906735751295334,0.9108836744882676,0.0,0.010234648027958064,0.05491762356465302,0.023964053919121316,0.28587929540860524,0.5134276638752526,0.015015882183078255,0.009818076812012706,0.0727692751949177,0.1030898065261334,0.021510755377688845,0.0,0.0,0.0,0.009004502251125562,0.11455727863931967,0.007003501750875438,0.07403701850925462,0.6823411705852926,0.03801900950475238,0.053526763381690844,0.015856777493606138,0.04194373401534527,0.10639386189258312,0.16572890025575449,0.10281329923273658,0.03529411764705882,0.5150895140664962,0.01687979539641944,0.5928388746803069,0.09872122762148337,0.08593350383631713,0.17851662404092072,0.03989769820971867,0.0,0.0,0.004092071611253197,0.0,39.3
25009203302,0.9649339933993399,0.03052805280528053,0.0,0.0,0.0,0.004537953795379538,0.23514851485148514,0.02392739273927393,0.504950495049505,0.23597359735973597,0.6383483626008543,0.3616516373991457,0.8648927392739274,0.0035066006600660065,0.02268976897689769,0.0297029702970297,0.07920792079207921,0.20966921119592874,0.5837150127226464,0.009669211195928753,0.02544529262086514,0.049872773536895676,0.12162849872773537,0.03264925373134328,0.008861940298507462,0.007462686567164179,0.0,0.008395522388059701,0.12546641791044777,0.0,0.11567164179104478,0.6026119402985075,0.07695895522388059,0.021921641791044777,0.04144385026737968,0.07308377896613191,0.10160427807486631,0.03787878787878788,0.12121212121212122,0.04322638146167558,0.5204991087344029,0.06105169340463458,0.5378787878787878,0.08957219251336898,0.10071301247771836,0.1532976827094474,0.09536541889483066,0.016042780748663103,0.0071301247771836,0.0,0.0,40.9
25009204101,0.7753487403706018,0.060587133041848845,0.0024984384759525295,0.03560274828232355,0.0,0.12596293982927337,0.16385592338122007,0.21798875702685822,0.4907349573183427,0.127420362273579,0.5016304347826087,0.4983695652173913,0.8609202581719758,0.01394961482406829,0.020195711013949614,0.05288361440766188,0.05205080158234437,0.49914571637783745,0.3487917988772272,0.016109348303636806,0.011715889675372224,0.038564803514766904,0.08567244325115939,0.02805215329909127,0.0,0.0,0.013038324772817068,0.016594231529039907,0.10628210193599368,0.03555906756222837,0.040300276570525484,0.6341367048597393,0.05531410509679968,0.07072303437376531,0.005058168942842691,0.02276176024279211,0.06777946383409206,0.03945371775417299,0.10875063227111785,0.0768841679312089,0.6545270612038442,0.024785027819929185,0.251896813353566,0.058168942842690946,0.17905918057663125,0.3333333333333333,0.10015174506828528,0.058168942842690946,0.019221041982802226,0.0,0.0,34.8
25009204102,0.8052376333656645,0.09485935984481086,0.0,0.007371483996120271,0.0,0.09253152279340446,0.15441319107662463,0.2192046556741028,0.41377303588748787,0.21260911736178467,0.691644204851752,0.30835579514824796,0.8327837051406402,0.01338506304558681,0.011639185257032008,0.10339476236663434,0.038797284190106696,0.45156920298035674,0.33077444118311133,0.0056446150372544595,0.03748024384736961,0.07902461052156243,0.09550688643034545,0.015273004963726614,0.0,0.0,0.0,0.0,0.08400152730049637,0.020618556701030927,0.07789232531500573,0.6922489499809087,0.06071019473081329,0.049255441008018326,0.040388548057259714,0.28169734151329245,0.19069529652351738,0.057770961145194276,0.14263803680981596,0.08026584867075665,0.1768916155419223,0.02965235173824131,0.3941717791411043,0.16820040899795502,0.07668711656441718,0.09406952965235174,0.0408997955010225,0.00408997955010225,0.02044989775051125,0.1794478527607362,0.02198364008179959,35.0
