"GEO_ID","B25024_001E","B25024_001M","B25024_002E","B25024_002M","B25024_003E","B25024_003M","B25024_004E","B25024_004M","B25024_005E","B25024_005M","B25024_006E","B25024_006M","B25024_007E","B25024_007M","B25024_008E","B25024_008M","B25024_009E","B25024_009M","B25024_010E","B25024_010M","B25024_011E","B25024_011M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!1, detached","Margin of Error!!Total!!1, detached","Estimate!!Total!!1, attached","Margin of Error!!Total!!1, attached","Estimate!!Total!!2","Margin of Error!!Total!!2","Estimate!!Total!!3 or 4","Margin of Error!!Total!!3 or 4","Estimate!!Total!!5 to 9","Margin of Error!!Total!!5 to 9","Estimate!!Total!!10 to 19","Margin of Error!!Total!!10 to 19","Estimate!!Total!!20 to 49","Margin of Error!!Total!!20 to 49","Estimate!!Total!!50 or more","Margin of Error!!Total!!50 or more","Estimate!!Total!!Mobile home","Margin of Error!!Total!!Mobile home","Estimate!!Total!!Boat, RV, van, etc.","Margin of Error!!Total!!Boat, RV, van, etc.","Geographic Area Name"
"1400000US25025160602","1877","92","308","106","70","73","528","170","281","139","220","143","120","106","312","158","38","61","0","127","0","127","Census Tract 1606.02, Suffolk County, Massachusetts"
"1400000US25025170100","2742","127","1070","161","183","113","851","207","213","130","0","127","58","65","172","89","195","114","0","127","0","127","Census Tract 1701, Suffolk County, Massachusetts"
"1400000US25025170200","1755","66","510","116","300","107","513","118","391","111","33","23","0","127","8","12","0","127","0","127","0","127","Census Tract 1702, Suffolk County, Massachusetts"
"1400000US25025170300","3242","125","1200","177","253","111","981","214","192","111","24","28","65","54","92","75","435","133","0","127","0","127","Census Tract 1703, Suffolk County, Massachusetts"
"1400000US25025170400","2220","75","532","147","96","52","755","171","346","116","36","59","12","20","60","38","373","143","0","127","10","15","Census Tract 1704, Suffolk County, Massachusetts"
"1400000US25025170501","1841","57","367","128","52","77","355","137","119","83","63","78","112","74","40","40","733","150","0","127","0","127","Census Tract 1705.01, Suffolk County, Massachusetts"
"1400000US25025170502","1513","54","644","106","12","19","109","69","102","89","14","22","38","59","62","43","532","113","0","127","0","127","Census Tract 1705.02, Suffolk County, Massachusetts"
"1400000US25025170601","1985","69","668","130","104","88","541","141","395","137","104","86","118","94","25","27","30","25","0","127","0","127","Census Tract 1706.01, Suffolk County, Massachusetts"
"1400000US25025170701","876","90","182","81","13","21","99","57","106","84","33","53","12","19","175","61","151","81","105","77","0","127","Census Tract 1707.01, Suffolk County, Massachusetts"
"1400000US25025170702","2306","99","206","93","106","75","538","165","880","182","294","127","104","90","80","58","98","47","0","127","0","127","Census Tract 1707.02, Suffolk County, Massachusetts"
"1400000US25025170800","2100","69","530","155","162","109","584","172","300","136","351","173","67","55","71","53","35","30","0","127","0","127","Census Tract 1708, Suffolk County, Massachusetts"
"1400000US25025180101","2355","138","369","142","31","36","559","161","399","146","177","70","83","46","359","109","378","96","0","127","0","127","Census Tract 1801.01, Suffolk County, Massachusetts"
"1400000US25025180200","1597","88","586","108","94","78","625","120","133","86","17","21","30","37","112","44","0","127","0","127","0","127","Census Tract 1802, Suffolk County, Massachusetts"
"1400000US25025180301","1187","63","606","88","68","55","386","99","127","77","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 1803.01, Suffolk County, Massachusetts"
"1400000US25025180400","756","56","321","73","0","127","212","80","98","64","24","39","40","40","61","64","0","127","0","127","0","127","Census Tract 1804, Suffolk County, Massachusetts"
"1400000US25025180500","1928","113","669","130","20","24","550","153","416","126","103","49","73","55","88","59","0","127","0","127","9","14","Census Tract 1805, Suffolk County, Massachusetts"
"1400000US25025980101","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9801.01, Suffolk County, Massachusetts"
"1400000US25025980300","12","15","0","127","0","127","12","15","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9803, Suffolk County, Massachusetts"
"1400000US25025980700","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9807, Suffolk County, Massachusetts"
"1400000US25025981000","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9810, Suffolk County, Massachusetts"
"1400000US25025981100","12","19","0","127","0","127","0","127","0","127","12","19","0","127","0","127","0","127","0","127","0","127","Census Tract 9811, Suffolk County, Massachusetts"
"1400000US25025981201","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9812.01, Suffolk County, Massachusetts"
"1400000US25025981202","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9812.02, Suffolk County, Massachusetts"
"1400000US25025981300","212","70","10","17","10","15","0","127","19","15","0","127","0","127","11","16","162","75","0","127","0","127","Census Tract 9813, Suffolk County, Massachusetts"
"1400000US25025981501","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9815.01, Suffolk County, Massachusetts"
"1400000US25025981502","12","17","0","127","0","127","0","127","12","17","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9815.02, Suffolk County, Massachusetts"
"1400000US25025981600","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9816, Suffolk County, Massachusetts"
"1400000US25025981700","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9817, Suffolk County, Massachusetts"
"1400000US25025981800","43","52","0","127","0","127","0","127","43","52","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9818, Suffolk County, Massachusetts"
"1400000US25025990101","185","86","0","127","19","30","0","127","33","40","108","78","25","41","0","127","0","127","0","127","0","127","Census Tract 9901.01, Suffolk County, Massachusetts"
