geoid,House Prices,Percentage with Bachelor Degree or Higher,Percentage Professional Workers,Household Income,Contract Rent,white,black,nativeam,asian,pacislander,other,children,youngAdult,adult,elderly,ownerOcc,renterOcc,citizenUS,citizenPR,citizenAbroad,citizenNaturalized,notCitizen,single,married,separated,marriedOther,widowed,divorced,bus,train,ferry,taxi,bicycle,walked,otherTravel,homeworker,privateVehicle,carpool,subwayTram,1990_1999,1980_1989,1970_1979,1960_1969,1950_1959,1940_1949,pre_1939,2000_later,detatched_1,attached_1,2_unit,3to4_unit,5to9_unit,10to19_unit,20to49_unit,50plus_unit,mobile,hoursWk
25009201100,1.2883949717617051,0.29872328069457454,0.2597018064063237,0.17016947223131318,0.03176795580110481,0.6309635147167887,-0.49116017989022465,0.0,-0.4034470399436561,0.0,-0.4528138684017202,-0.8010540849615071,-0.11212081006519048,0.0007039322063997488,1.4427705970332574,0.20940794344405012,-0.20940794344405045,0.5086149507244304,0.08675965201046992,0.9283096657093706,-0.45279662703618395,-0.4848749191914693,-0.09526194507128571,0.18708817042508263,0.10176462897496874,-0.7055488714024422,0.3286752082805475,0.40564787279328085,-0.15019532787026013,0.0,0.0,0.0,0.0,-0.19538219547184177,1.3187844737664791,0.10953278854963111,0.09802120834254735,0.4815878827024995,0.31263594959882224,0.3159048663394418,-0.44857246753511404,-0.03478125749935035,-0.38030366865285814,0.48196793411412875,-0.3343471308782704,0.47646272457832983,-0.744201632751816,0.4049080603673807,-0.7043030786913993,0.19183841056068518,-0.18038932301545418,0.3611655400518142,0.0768369695419665,-0.15407349332789838,-0.1866001841193073,0.0,0.0
25009202101,0.17343778466022908,0.662497142827084,0.4827970570294564,1.2431520981259871,-0.5151933701657461,0.41919549003298195,0.21345556616945205,0.0,-0.30422574527515156,0.0,-0.5249982405781116,0.3043343906872207,-0.3001773075355765,0.2274246321558202,-0.0711620034415903,0.291033929832351,-0.2910339298323512,0.3294333471472921,-0.24386868754219243,0.08774663732979704,-0.17805002027122319,-0.24669997826682777,-0.4796551178928534,0.3454325620772285,0.7768246721146084,0.13069584696103775,-0.5235233178735532,1.2275104264532595,-0.17751237391065142,0.0,0.0,0.0,0.8246992893593338,0.12377162582720225,2.32170286239851,0.13178962280589968,-0.08382715373335747,-0.25132269485543335,0.9275198741792257,-0.5258540294352394,-0.3637111169839232,-0.5860106759707492,-0.2604237075338022,-0.1526757066535508,0.47496180713854663,0.6526813930980578,-0.0409079111036188,0.1691712854077928,0.27689130224278746,0.5362226835497053,0.08485655041865658,0.5156422815880649,-0.3690109159543598,-0.326810259314753,-0.2242514457844993,0.0166112956810631,0.042105263157896644
25009202102,-0.6558571688832213,0.029697210402048535,0.204954928575527,-0.3234486389572693,1.180939226519337,0.5474228030917061,-0.41929509045826985,0.0,-0.5958523440274108,0.0,0.004013616312351531,0.20988176649102064,-0.3170756173229412,-0.5074005944923563,0.8502016358078559,0.08871808050948893,-0.08871808050948893,0.37084972280922734,-0.24386868754219243,-0.8351874317896242,0.19713658051857874,-0.4962087913747646,-0.26549860174281603,0.24137237292923963,0.33675805592599184,0.21194084421600845,0.7475484330280411,-0.019527643160136998,0.11085438546929632,0.0,0.0,0.0,0.0,-0.2555276056195091,-0.692868579827852,0.2709720944987273,-0.14239449037508312,0.35670260254858976,1.016342948939795,-0.08446638692134412,0.21680015194019586,1.0325892813527027,-0.5341946168817118,-0.20948482013730263,-0.2439773944523851,0.2788463873400503,-0.22203443222182784,-0.04745745140139379,0.04481196697891221,0.33648906072408735,0.4413281137394589,-0.15993693395264974,-0.5544268500022821,0.7574894523554279,1.2515940695429164,0.0,-0.8421052631578938
25009202200,1.2213517944980872,0.8229037810655346,1.0702087471337394,1.6353714586564596,0.9323204419889501,0.5778472267330579,-0.32794579585025085,0.0,-0.2352733531388692,0.0,-0.621064482231137,0.1709808259733272,-0.17290959935237082,-0.27646827063845425,0.5305199608419402,0.7282610819432769,-0.7282610819432775,0.3591301934049289,-0.24386868754219243,8.274976426725367e-05,-0.271774133821292,-0.23136406209722488,-0.5664057517158207,0.731831280556908,-0.20236793652701673,0.4141697346992308,-0.04591384161255996,-0.4375751469181739,-0.3015546778953886,0.0,0.0,0.0,0.0,0.16569916956753716,0.32227286911260444,1.3421662598780442,0.05067815515912999,-0.02811325894113814,0.2219505315982594,-0.23962090754843685,-0.08241491118271094,-0.5562205235628248,-0.016097884651951833,0.7821615784802094,0.07727264795761934,0.32106738516770184,-0.2423466354884105,0.5534941746105795,0.007989922308705322,-0.028594277599235662,-0.1216265451860441,-0.5221284048551772,-0.5544268500022821,-0.27633183382015336,-0.25601980086090115,0.0178942987931752,0.12631578947368283
25009203100,1.4931681544907995,0.6584944952858731,0.4235222178986895,2.1365880729114792,1.553867403314917,0.5157587895302784,-0.15043910005131544,0.0,-0.39678124324372416,0.0,-0.3924025079602602,0.38871172780478913,-0.2889013012544315,-0.36068470010276865,0.43757560958109476,0.7192572323596882,-0.7192572323596884,0.24689594955058425,0.5595132390168842,0.3289801861998656,-0.226951564190621,-0.17543463854391422,-0.6161332365753345,0.8758758239605009,-0.4688614593643082,-0.5319066918910474,-0.32799570518701904,-0.0843764463701524,-0.22620873417354953,0.0,0.0,0.0,0.4174499629521186,0.0003369475504884645,0.165466602007314,1.3852943281123546,0.08957912705877469,-0.2888807032430022,0.2471893934431152,-0.16737467834879644,-0.4099691197125573,-0.6675030042322534,-0.060463669440879775,0.7381610443239564,2.083399361205545,0.20375064952617505,-0.334294367821387,0.7122311938150943,-0.8221604483949422,-0.0073249295815579485,-0.26752416903428383,-0.5221284048551772,-0.5544268500022821,-0.37274808259720627,-0.31353724373606906,0.0,0.4210526315789487
25009203200,2.3654581891054836,0.7280885985636054,0.3251100608862094,0.34621568934359725,-0.556629834254144,0.7544337411571012,-0.49116017989022465,0.0,-0.6203465732883655,0.0,-0.6654524937725652,0.5556742502397198,-0.4613304820872963,-1.1490540227008168,1.2105142344366864,0.42912566216552706,-0.4291256621655275,0.5801300170249615,-0.24386868754219243,0.28565322241543156,-0.5362975516646646,-0.47184416184349953,-0.5444905537549471,0.6014443901737523,-0.44884223370169635,-0.3987578122912956,-0.4950171364764311,1.044978685634069,-0.02415672104195099,0.0,0.0,0.0,0.0,-0.16918351001903992,-0.3417467867651881,1.3266289683870944,0.1482038308571516,-0.08680078790632262,0.02354686315137655,-0.19172729531970373,-0.230741443123607,-0.15632596659694664,0.02188937486830922,0.5044125536156039,0.8010278732323974,0.21590577802889432,-0.13584970800841534,0.4751781249854088,-0.661215070930012,-0.11808425186029409,0.15038463530704727,0.058131919779127905,-0.14648295902623876,-0.17201693222473668,-0.31353724373606906,0.0,-0.7578947368421023
25009203301,1.1885589360539255,0.538532648274378,0.1611482455997879,-0.04116567297978024,-0.29419889502762464,0.6050835972280462,-0.4644982994818975,0.0,-0.35470742566795904,0.0,-0.4403906464110558,-0.11270047196893485,-0.3409811252444883,-0.8336820352799661,1.6372273015872318,0.29881523390474607,-0.2988152339047465,0.5855533737418392,-0.24386868754219243,0.05149246955467657,-0.5634092258685871,-0.44599497018953954,-0.3061865067615417,0.2970793528000262,0.13021970812748085,-0.5071981248902683,0.7205739844551826,0.4046580716477215,0.033309901120937624,0.0,0.0,0.0,1.1649547865574932,1.9419906202506065,0.13513949045599427,0.6873339781555687,-0.03453623203081779,-0.5197877102173546,-0.1281076350365169,-0.4480199825967767,-0.3300084211380326,0.19282422088093543,0.8092885474843596,0.11835055737574451,-0.26770439625679787,0.36726758288814476,-0.8260145189507887,0.233157556613643,0.8930998579886518,0.029741752779183894,0.665422487451706,-0.002844939886839093,-0.5544268500022821,-0.562625353381718,-0.2664053033340138,0.0,0.33684210526315894
25009203302,2.3778466022954996,0.7655591158872068,0.6120372619601602,0.30574725728189867,0.8439226519337018,0.6539721953282602,-0.08358208192373523,0.0,-0.6791352806572136,0.0,-0.6561861174108776,0.36579577283382525,-0.9764299818510888,-0.6096726386420537,1.3225228939101772,0.045371070291483795,-0.04537107029148413,0.3639347656930214,0.026808259197746875,1.4597146037142374,-0.8925123844699018,0.02642156736342971,-0.664660334455385,0.5948046816169734,-0.12512599543220104,0.09869341954460176,0.04121213272664637,0.8125206232686537,0.20670634845998392,0.3223918701480792,0.0074626865671641,0.0,1.0861681988472223,2.1729762697159973,-0.692868579827852,1.6911913354049815,-0.31899871890156906,0.19768378835952727,-0.4433435010136183,-0.10989682605971574,-0.0003950637239029664,0.1426039624669253,-0.5236048809169056,0.2861150367638199,-0.11183898211467025,0.37984226694183854,-0.1966481945752968,0.1406656278603402,0.7242224279070377,0.12182967602735706,0.5120468749633531,0.7190881911889969,-0.28582162789756355,-0.4458333446377331,-0.31353724373606906,0.0,1.0105263157894733
25009204101,-0.7345600291492076,-0.44698699716291,-0.48271752322998873,-0.7964910283592073,-0.7417127071823209,-0.06663768558038186,0.31773479300395246,1.6391409780651858,-0.23845531715846946,0.0,1.0696838950661638,-0.47256912474682666,2.4746004385953873,-0.8127033702901505,-0.3325028847251241,-0.2924034981440984,0.29240349814409816,0.34479239060950206,0.8329117944149143,1.1777271672454412,-0.5899572347222062,-0.2058118542484138,0.69696722326269,-0.40029034239252725,0.18244133847350086,-0.4336169584883888,-0.29430652284196857,0.02146544130533834,0.1351418648371296,0.0,0.0,0.013038324772817,2.146873742697104,1.7667754160302862,3.511199036720302,-0.1260966220350812,-0.20652286916808338,-0.20112424206667523,0.043411444939681854,-0.5907193699661188,-0.5330471382302272,-0.21205961095130643,-0.5071855470417496,0.1724884574681378,0.5495213747501912,0.6913922554586139,-0.7133798508006233,-0.3406113487943721,0.1445656621469169,0.6099877122472375,1.6069809493654543,0.7813840165460276,0.41949918293684585,-0.24778316289053604,-0.31353724373606906,0.0,-1.5578947368421048
25009204102,-0.7090544725815269,-0.07477023235415015,-0.6506248656307156,-0.4705237844529506,-0.6312154696132599,0.04696941875699201,0.7753011206870338,0.0,-0.5878932992072966,0.0,0.5945075576300227,-0.583610891333828,2.4962229971877434,-1.9118974713262613,0.9663030477643901,0.17704348811542792,-0.17704348811542825,0.20920950478568745,0.789333649513444,0.21029465400086922,0.06931728162505357,-0.31914897475153825,0.4731787962832916,-0.476608824051864,-0.31733220003132984,0.5653072601043829,0.9061759709142518,0.2378291979940288,-0.06379508797428007,0.0,0.0,0.0,0.0,1.2950156488538727,1.7448164459415374,0.7802897394029555,0.0008133073552518688,-0.10170087501588032,-0.17071066706315285,-0.12384223191137755,2.2077525758174765,1.0767506731494922,-0.31622026051676577,0.4814812172555727,0.6159698793996207,-0.4188785117166514,-0.6440296552658209,-0.10117784777894323,2.1755810657201975,-0.027870487389098586,0.15183531285670293,0.010197731169731217,-0.48594808172200704,-0.22765440805771298,1.753319425716456,0.0219836400817995,-1.473684210526315
